text,sentiment,group
username joinha,1,train
ansiedade sofri tomei tarja preto hj tomo sinto alto crise treco,0,train
paola falar massa crua menina servir massa crua aceitar vitor eliminar,0,train
feliz pq hj ir conseguir assistir,1,train
tratar d ficar chamar ruim tratase d compreender realidade contexto d autocrítico,0,train
Cia urbano dança genial arrasar abertura fantástico vêlo cena      ,1,train
gente sair besteira ter sair tá em é leonardo embuste,0,train
ai tô cansada Leonardo masterchefbr,0,train
n pro vitor b sair fav   to triste,0,train
mnw fiquei mt emocionar qnd falar pró vitor subir pró mesanino carar felicidade   ,1,train
ir assistir reprise programa chef mudar opinião masterchefbr,0,train
maisvocê veia ja entupido so olhar panela cheio óleo,0,train
namorado olhar vista balada estar junto ha number Encontro encontrofatimabernarde  ,1,train
galvão deeeu céu crer forró cvo,0,train
acreditar essência atitude diferença lindo username,1,train
prato username ficar bonito username convenhamos masterchefbr,1,train
negro branco br tá ferrar política jeito,0,train
cara tentar disfarçar preguiça usar declaração machisto encontro,0,train
ai vc tá dormir acordar passar anjo   saulo tv sala pqp pra acabar comigo Né produção édecasa,0,train
maluma sorte pegar anita mulequedesorte,1,train
hoje ver padre vc espulse proprio demonio adorei verdade  ,1,train
pantufa ana Maria Braga,1,train
username senhor transmitir humor paz tranquilidade delícer escutar conversacombial,1,train
carreira Fatima lindaa,1,train
tô chatiar username username,0,train
padre gato rs,1,train
querer chegar casa pra assistir,1,train
aguentar chatice sophia abrahão tenso sorriso artificial postura contrair torto,0,train
susana vieiro belíssimo péssimo adisabebar,1,train
username deu tomar contar taurino dai tirar fome masterchefbr ir comer culpa rs,1,train
ervilha,0,train
ô galerar vamo acabar number 1h hoje pqr amanhã acordar,0,train
fátimar Bernardes Gebte ja falar,0,train
ate super interessante,1,train
precisar musica homem ter vergonha ouvir precisar homem bom conversacombial,0,train
gostar equipeazul ninguém saia,0,train
username ja,1,train
música anjo qnd ouvir pensar q ser teatro mágico q cantar username q programa  ,1,train
zica leonardo urubuzar,0,train
Yuko injustiçar,0,train
brasileiro gostar filho ai ficar secretaria social pedir Bolsa famíler,0,train
tucupi sobremesa amigo sério mermo masterchefbr,0,train
paola lindo    ,1,train
roque santeirovalar tudoano douradosjkq rei muito q assisti momento tv    username,1,train
vídeo show belíssima fátimo bernarde username videoshowaovivo,1,train
telinha username apresentação sophianovídeoshowaovivo vídeoshowaovivo,1,train
avisem ana Maria q passar limite,0,train
pai dégua restaurante   budega mestre dominguinho   ficar frente arriégua,1,train
irmã bom pessoa,1,train
mchefleonardo   gente viver acabar causa   calmar cortar mão calese masterchefbr,0,train
querer ser toalha q enxugar homi clipe oi,1,train
number armamento q pt mandar fodase pra população falar democracia thenoitir username,0,train
Bora ganhar ficayuko,1,train
amar seriado sexofrágil   reprisar ai pra gente,1,train
namario bom pessoa maisvoce,1,train
edecasa kkk acordo number hrs assistir programa,0,train
Fernando sair mirer,0,train
username rainha manhã fã,1,train
username spoiler favooor,1,train
acarajé sushi a h vao dormi Pqp,0,train
vídeoshowaovivo otaviano fan programa,1,train
pensar peixe assar folha bananeira,1,train
negócio ficar sardinha lata Gourmet masterchefbr,1,train
eliminar vitor puta sacanagem tomar ser eliminar masterchefbr,0,train
ana furtar eterno substituta moreno,0,train
achar fiquei ver ep masterchef,0,train
princesa lindo   maravilhoso username  ,1,train
país,1,train
hoje fátimar,1,train
fé mirian sair hoje amém masterchefbr,0,train
começar username oi moletom,1,train
gente desfiar frango direto panela pressão ver dica face masterchefbr,0,train
padrefabio sábio,1,train
maisvocê quase chegar conclusão q dar mesmo erva glória mario pra namaria  ,0,train
fátima bernarde assisti programa falar hahaha,0,train
gente q dever rodar saí bourguignon,0,train
temporada ta puto parir,0,train
ir cjora gente elnao sair,0,train
cara for kkk,1,train
gente pegar mercado inteiro planejar masterchefbr,0,train
ver malumaaa,1,train
Mrcatra fodaa dms,1,train
cara enrolar sardinha,0,train
ter ouvir falar ter baixar aplicativo mudar   aprovar    chegar palhaçar   mudar,1,train
começar masterchef amo  ,1,train
chorar ver ep boladissimo mirian finalmente errar msm continuar dougla sair,0,train
username falar username username     triste sair,0,train
hoje mirian sair masterchefbr,0,train
username equipe errar,0,train
username maravilhoso olhar perna,1,train
válter chamar atenção programa tv gostar de ele discreto eficiente  ,1,train
socorro filho serginho aaa fofurar,1,train
bigodinho stepan nercessian   hahahaha memorianacional,0,train
tô controle aleluir vamar,1,train
adorar yuko orecisar sair username ficar saia,1,train
to nervousar,0,train
leo ta imur,0,train
eever falar barbalha   festa santo antônio   the noite   ,1,train
cantor reggae number br falar,0,train
fazer estrogonofe whey protein babar masterchefbr,1,train
esperar música gui júlia  ,1,train
bom programa hoje fátima bernardes impossível gostar admiralár jornalista fã     ,1,train
mano oq acontecer alguém atualizar,0,train
sdds username gostoso de esse bicho,1,train
bom ano,1,train
  username lindo,1,train
Belo argumentar Murilo Couto kkkllkkr,1,train
saudade username Brasil   ,0,train
desculper cantora Brasil admirar username cantora país sandynoencontro,1,train
voz papai catra envolvente em e,1,train
poxa username                luto,0,train
visitar jardim botânico number ano achar fantástico mágico   memório saudade,1,train
username ahh bial aumentar programa passar rápido    ,1,train
tá feio,0,train
esqueci assistir,0,train
ai de ó vitor b,0,train
homem q homem n q lavar louça n querido mundo vc viver   encontro,0,train
pauta políticanão paciência pra assunto falamreclamar aclamar mudar conversacombial,0,train
rodrigo santoro falar cubano  ,1,train
ver sair sono q tar,0,train
vanessa mata hauahuahahuhauhua to morta,1,train
edecasa cissar parabéns dia mães programa hoje maneira conduzir vc passar tragédia,1,train
aflição,0,train
m n d cruzada perna Mary help,1,train
barco açaí q presepar porra bom deixar açaí quietinho par   Norte Brasil,0,train
super cool despojar visu namaria pijama de esse  ,1,train
ressaca pós,0,train
antônia moral talento beleza dna videoshowaovivo,1,train
biografia Hebe camargo gracinho,1,train
ficayuko yuko sair pulo meiofio caso alto pra eu,0,train
sentir representar pessoa criticar facilidade dificuldade amo sofrer,1,train
dia dia dar gargalhada assistir acordo mãe culpa username,1,train
música cristiano araújo,0,train
ir esquecer vagabunda defender traficante rede nacional,0,train
vitor b calar bocar bosta,0,train
serio elevador aberração natureza diguinho perecer jaula elefante   ,0,train
querer vitor b sair,0,train
deu   ana Maria Braga cansar ridículo maisvoce,0,train
jamais tire trio fogaça Jacquin carosella peçar,1,train
aguardo musa username  ,1,train
desliga microfone menina,0,train
username namaria nao dar conta louro jose assistir mr brown maisvoce,0,train
acabar assistir entrevista rodrigosantoro   homem,1,train
Sheila Gomes Cláudia Silva jessicar Ribeiro bora fogaç ops,1,train
padre fabio engraçado vídeoshowaovivo,1,train
assistir thecrown tá,1,train
paola jogar ba cara conhecer país gente,0,train
gente dormi hora eliminação tar sofrer qlqer q sair vitor b yuko  ,0,train
ana luizar dar força pra yuko favs amar,1,train
pessoal meter mão boca mexer volta comida Ahahahhahahahahha rir nervousor,0,train
ana maria tá ficar maluco em é   decoração horrendo,0,train
vanessa mata pisar rainha,1,train
bom conversa spray falar d   caso uso pessoal,1,train
vitor b bb protegir ir potinho junto Yuko,1,train
sdd mc merlo,1,train
eduardo tá ser idiota rede nacional,0,train
acabar legal homenagem number ano praça 3,1,train
começouuu,1,train
namaria   ,0,train
miriam fdp,0,train
equipe azul ganhar masterchefbr,1,train
adiantar mundo alfabetizado ler tomar bar comunista conversacombial,0,train
sonho mãe esperar deu dê chance menininho,1,train
caracar traumático,0,train
cenário programa entrevista igual   ,0,train
Leonardo achar q jurar em é,0,train
Bacuri tucupi ficar ó bosta doce pimenta masterchefbr,0,train
entrevista maravilhoso rodrigosantoro santoro falar q parar pra ouvir          ,1,train
fátima tá dar pisão crise político   donar,1,train
dia ter matéria username amo bom repórter,1,train
ota delicar ficar corrigir joca ar cara joca matar matar videoshowaovivo,0,train
marcela monteiro falar ator ser trabalho escravo realidadeeoutra,0,train
laís lindo mds,1,train
carol de uarte trabalhar conseguir passar tristeza ivana comovente aplauso pé   ,1,train
username arrasar poesiacomrapadura,1,train
username crush temporada mulher porraaa Aaah,1,train
username matar   ,0,train
amar assistir username,1,train
maluma pqp Homão porra   ,1,train
fatima amor deu gente q mulher maravilhoso encontro,1,train
mc catrar Foda dmal maaanoo thenoitar mccatra,1,train
homem homem lavar louça   dia cota merda diário atingir limite,0,train
tô triste acontecer vitor b,0,train
ver nenhum programa participante sair q acidentar haver sensacionalismo hora masterchefbr,0,train
migir louco radiante hoje blusa sergio kkk brink lindar   username,1,train
Foda augusto cury   tratar doença psíquico irrelevância ser,1,train
odeio passar roupa,0,train
tô ver chorar real victor alguém abrir mão sonho causa bobeira Foda,0,train
amo bianco,1,train
cara top esqueço cara raquete kkk,1,train
prato vitor feio cabelo manhã,0,train
achar triste saída dougla talentoso pra sair,0,train
episódio emocionante parecer masterchefbr,1,train
mundo acordar hoje username telinha globo aguardo   maiaraemaraisanobial,1,train
dizer dever ansioso amor deu gente ansiedade brincadeira conversacombial,0,train
tristar saída vitor b,0,train
username imaginar ser quebrar internet pessoa gostar ouvir maisvocê foraabóbora,0,train
maluma delicinha,1,train
alguém calar boca leonardo,0,train
pirar programa,1,train
username homenagem dia mães ta sensacional   felizdiadasmaes,1,train
cobra junto destilar veneno,0,train
username chefe respeitar   ,1,train
mirian sair senão começar gleice choradeira,0,train
  vanessa mata falar parto normal normal mulher voltar normal puta ignorâncio,0,train
gente filho serginho maravilhoso,1,train
amar douglas afff q merda Caralho,0,train
tristar eliminação,0,train
cansar postar adorei diva username username amo amo amo   conversacombial,1,train
Leonardo mto Chatoo Arrr,0,train
cara entrada empratado jacquin berrar dormindoetc hora teatro certo,0,train
ta lir,1,train
sinal band cair casa   macapá   hora q Vítor b cozinhando,0,train
emocionar lembrança eterno estrela hebe camargo parabéns,1,train
nãooo cafajeste,0,train
username chefão porra,1,train
calar porra boca Leonardo jurado caralhar,0,train
fernando orgulho preciso masterchefbr,1,train
namario amor deusuuu sair de aí    maisvocê,0,train
atriz maravilhoso ana paula arosio muito tv   terranostra,1,train
receita ana Maria Braga maldade maisvoce,1,train
bom programa madrugada,1,train
programa necessário especialista falar diversos assunto linguagem fácil entendimento,1,train
mau escolher yuko vitor escolher sardinha enlatar sardinha Fresca masterchefbr,0,train
mau programa existir face terra,0,train
mentira q vitor b sair mano ir assistir masterchef manda mirir,0,train
atriz chato zzzz falar mimimi encontro,0,train
lir emocionante hoje,1,train
ana Maria Braga dar baile      eitar muier curajoso   ,1,train
Materia lindo  ,1,train
consigo entender mirer ficar programa injustiça,0,train
mãe Laís mandar frase ótimo parto mulher mesmo condição altashora,1,train
fé pai véia sair,0,train
hoje masso pessoal praça    username username amo mto,1,train
username homenagear calby peixoto belíssimo cosplay altashora,1,train
ééééééé danilo gentili  ,1,train
dizer veey hoje puro emoção,1,train
ter assistir novela várias haver passar mente    caracterização,1,train
lindo mãe serginho,1,train
amar figurino presença feminino sophia,1,train
username realmente episódio passar emoção masterchefbr,1,train
hahahahahha vanessa mata username pensamento parto representar   kkkr,1,train
ridículo,0,train
educa entretém programadojô muito,1,train
deux eliminação queridão yoko vitor b,0,train
tema ser acreditar gnomo,0,train
sofia lindo dms thenoiter,1,train
chegueir prontissima,1,train
